Breed In Query,Category,Coat length,Exercise,Grooming,Image,Lifespan,Link,Queries,Search Category,Search End,Search End (group),Search End (group) 1,Search Start,Search Term,Sheds,Size,Size of garden,Size of home,Suggestion,Term,Title,Town or country,Vulnerable native breed,Str Position
lhasa+apso,Utility,Long,Up to 1 hour per day,Every day,/media/2959/lhasa-apso-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143857660000000,Over 12 years,/search/breeds-a-to-z/breeds/utility/lhasa-apso/,why+does+my+lhasa+apso,laziness,sleep so much,sleep so much,sleep so much,why does my,lhasa+apso,No,Small,Small/ medium garden,Flat/ Apartment,why does my lhasa apso sleep so much,why+does+my+lhasa+apso,Lhasa Apso,Either,No,12
lhasa+apso,Utility,Long,Up to 1 hour per day,Every day,/media/2959/lhasa-apso-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143857660000000,Over 12 years,/search/breeds-a-to-z/breeds/utility/lhasa-apso/,why+does+my+lhasa+apso,behaviour,scratch so much,scratch all the time & scratch so much,"keep scratching, keep scratching his ears, keeps scratching and 4 more",why does my,lhasa+apso,No,Small,Small/ medium garden,Flat/ Apartment,why does my lhasa apso scratch so much,why+does+my+lhasa+apso,Lhasa Apso,Either,No,12
lhasa+apso,Utility,Long,Up to 1 hour per day,Every day,/media/2959/lhasa-apso-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143857660000000,Over 12 years,/search/breeds-a-to-z/breeds/utility/lhasa-apso/,why+does+my+lhasa+apso,noise,pant so much,"pant all the time, pant so much, panting and 3 more",pant so much,why does my,lhasa+apso,No,Small,Small/ medium garden,Flat/ Apartment,why does my lhasa apso pant so much,why+does+my+lhasa+apso,Lhasa Apso,Either,No,12
lhasa+apso,Utility,Long,Up to 1 hour per day,Every day,/media/2959/lhasa-apso-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143857660000000,Over 12 years,/search/breeds-a-to-z/breeds/utility/lhasa-apso/,why+does+my+lhasa+apso,behaviour,lick his paws,lick his paws,lick his paws,why does my,lhasa+apso,No,Small,Small/ medium garden,Flat/ Apartment,why does my lhasa apso lick his paws,why+does+my+lhasa+apso,Lhasa Apso,Either,No,12
maltese,Toy,Long,Up to 30 minutes per day,Every day,/media/1646/maltese-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143807800000000,Over 12 years,/search/breeds-a-to-z/breeds/toy/maltese/,why+does+my+maltese,health,shake,"shake, shaking, shiver","keep shaking, s leg shake, shake and 3 more",why does my,maltese,No,Small,Small/ medium garden,Flat/ Apartment,why does my maltese shake,why+does+my+maltese,Maltese,Either,No,12
maltese,Toy,Long,Up to 30 minutes per day,Every day,/media/1646/maltese-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143807800000000,Over 12 years,/search/breeds-a-to-z/breeds/toy/maltese/,why+does+my+maltese,behaviour,scratch so much,scratch all the time & scratch so much,"keep scratching, keep scratching his ears, keeps scratching and 4 more",why does my,maltese,No,Small,Small/ medium garden,Flat/ Apartment,why does my maltese scratch so much,why+does+my+maltese,Maltese,Either,No,12
maltese,Toy,Long,Up to 30 minutes per day,Every day,/media/1646/maltese-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143807800000000,Over 12 years,/search/breeds-a-to-z/breeds/toy/maltese/,why+does+my+maltese,behaviour,lick so much,lick so much,lick so much,why does my,maltese,No,Small,Small/ medium garden,Flat/ Apartment,why does my maltese lick so much,why+does+my+maltese,Maltese,Either,No,12
maltese,Toy,Long,Up to 30 minutes per day,Every day,/media/1646/maltese-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143807800000000,Over 12 years,/search/breeds-a-to-z/breeds/toy/maltese/,why+does+my+maltese,appearance,have brown spots,have brown spots,have brown spots,why does my,maltese,No,Small,Small/ medium garden,Flat/ Apartment,why does my maltese have brown spots,why+does+my+maltese,Maltese,Either,No,12
maltese,Toy,Long,Up to 30 minutes per day,Every day,/media/1646/maltese-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143807800000000,Over 12 years,/search/breeds-a-to-z/breeds/toy/maltese/,why+does+my+maltese,health,keep shaking,keep shaking,"keep shaking, s leg shake, shake and 3 more",why does my,maltese,No,Small,Small/ medium garden,Flat/ Apartment,why does my maltese keep shaking,why+does+my+maltese,Maltese,Either,No,12
maltese,Toy,Long,Up to 30 minutes per day,Every day,/media/1646/maltese-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143807800000000,Over 12 years,/search/breeds-a-to-z/breeds/toy/maltese/,why+does+my+maltese,noise,howl,"howl, keeps howling, niel howl",howl,why does my,maltese,No,Small,Small/ medium garden,Flat/ Apartment,why does my maltese howl,why+does+my+maltese,Maltese,Either,No,12
maltese,Toy,Long,Up to 30 minutes per day,Every day,/media/1646/maltese-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143807800000000,Over 12 years,/search/breeds-a-to-z/breeds/toy/maltese/,why+does+my+maltese,pant,growl at me,growl at me,growl at me,why does my,maltese,No,Small,Small/ medium garden,Flat/ Apartment,why does my maltese growl at me,why+does+my+maltese,Maltese,Either,No,12
maltese,Toy,Long,Up to 30 minutes per day,Every day,/media/1646/maltese-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143807800000000,Over 12 years,/search/breeds-a-to-z/breeds/toy/maltese/,why+does+my+maltese,odeur,breath stink,breath stink,breath stink,why does my,maltese,No,Small,Small/ medium garden,Flat/ Apartment,why does my maltese breath stink,why+does+my+maltese,Maltese,Either,No,12
maltese,Toy,Long,Up to 30 minutes per day,Every day,/media/1646/maltese-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143807800000000,Over 12 years,/search/breeds-a-to-z/breeds/toy/maltese/,why+does+my+maltese,noise,bark at everything,"bark, bark at everything, bark at other s and 5 more","bark, bark at everything, bark at other s and 3 more",why does my,maltese,No,Small,Small/ medium garden,Flat/ Apartment,why does my maltese bark at everything,why+does+my+maltese,Maltese,Either,No,12
maltese,Toy,Long,Up to 30 minutes per day,Every day,/media/1646/maltese-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143807800000000,Over 12 years,/search/breeds-a-to-z/breeds/toy/maltese/,why+does+my+maltese,health,wheeze,wheeze,wheeze,why does my,maltese,No,Small,Small/ medium garden,Flat/ Apartment,why does my maltese wheeze,why+does+my+maltese,Maltese,Either,No,12
mastiff,Working,Short,Up to 1 hour per day,Once a week,/media/1803/masttiff-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144236750000000,Under 10 years,/search/breeds-a-to-z/breeds/working/mastiff/,why+does+my+mastiff,0,shed so much,"shed, shed so much, shedding a lot and 3 more",shed & shed so much,why does my,mastiff,Yes,Large,Large garden,Large house,why does my mastiff shed so much,why+does+my+mastiff,Mastiff,Country,Yes,12
mastiff,Working,Short,Up to 1 hour per day,Once a week,/media/1803/masttiff-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144236750000000,Under 10 years,/search/breeds-a-to-z/breeds/working/mastiff/,why+does+my+mastiff,behaviour,lay on me,lay on me,lay on me,why does my,mastiff,Yes,Large,Large garden,Large house,why does my mastiff lay on me,why+does+my+mastiff,Mastiff,Country,Yes,12
mastiff,Working,Short,Up to 1 hour per day,Once a week,/media/1803/masttiff-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144236750000000,Under 10 years,/search/breeds-a-to-z/breeds/working/mastiff/,why+does+my+mastiff,noise,pant so much,"pant all the time, pant so much, panting and 3 more",pant so much,why does my,mastiff,Yes,Large,Large garden,Large house,why does my mastiff pant so much,why+does+my+mastiff,Mastiff,Country,Yes,12
mastiff,Working,Short,Up to 1 hour per day,Once a week,/media/1803/masttiff-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144236750000000,Under 10 years,/search/breeds-a-to-z/breeds/working/mastiff/,why+does+my+mastiff,behaviour,sit on me,"sit on me, y saint bernard sit on me, y st bernard sit on me",sit on me,why does my,mastiff,Yes,Large,Large garden,Large house,why does my mastiff sit on me,why+does+my+mastiff,Mastiff,Country,Yes,12
mastiff,Working,Short,Up to 1 hour per day,Once a week,/media/1803/masttiff-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144236750000000,Under 10 years,/search/breeds-a-to-z/breeds/working/mastiff/,why+does+my+mastiff,odeur,smell so bad,smell bad & smell so bad,"smell, smell bad, smell so bad and 1 more",why does my,mastiff,Yes,Large,Large garden,Large house,why does my mastiff smell so bad,why+does+my+mastiff,Mastiff,Country,Yes,12
mastiff,Working,Short,Up to 1 hour per day,Once a week,/media/1803/masttiff-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144236750000000,Under 10 years,/search/breeds-a-to-z/breeds/working/mastiff/,why+does+my+mastiff,0,lean on me,lean on me,lean on me,why does my,mastiff,Yes,Large,Large garden,Large house,why does my mastiff lean on me,why+does+my+mastiff,Mastiff,Country,Yes,12
mastiff,Working,Short,Up to 1 hour per day,Once a week,/media/1803/masttiff-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144236750000000,Under 10 years,/search/breeds-a-to-z/breeds/working/mastiff/,why+does+my+mastiff,noise,whine,"whine, whine all the time, whine so much and 1 more","whine, whine all the time, whine so much",why does my,mastiff,Yes,Large,Large garden,Large house,why does my mastiff whine,why+does+my+mastiff,Mastiff,Country,Yes,12
mastiff,Working,Short,Up to 1 hour per day,Once a week,/media/1803/masttiff-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144236750000000,Under 10 years,/search/breeds-a-to-z/breeds/working/mastiff/,why+does+my+mastiff,odeur,fart so much,fart so much,fart so much,why does my,mastiff,Yes,Large,Large garden,Large house,why does my mastiff fart so much,why+does+my+mastiff,Mastiff,Country,Yes,12
mastiff,Working,Short,Up to 1 hour per day,Once a week,/media/1803/masttiff-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144236750000000,Under 10 years,/search/breeds-a-to-z/breeds/working/mastiff/,why+does+my+mastiff,odeur,stink,stink & y st bernard stink,"smell, smell bad, smell so bad and 1 more",why does my,mastiff,Yes,Large,Large garden,Large house,why does my mastiff stink,why+does+my+mastiff,Mastiff,Country,Yes,12
mastiff,Working,Short,Up to 1 hour per day,Once a week,/media/1803/masttiff-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144236750000000,Under 10 years,/search/breeds-a-to-z/breeds/working/mastiff/,why+does+my+mastiff,noise,snore,snore,snore,why does my,mastiff,Yes,Large,Large garden,Large house,why does my mastiff snore,why+does+my+mastiff,Mastiff,Country,Yes,12
miniature+schnauzer,Utility,Medium,Up to 1 hour per day,More than once a week,/media/2960/miniature-schnauzer-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143867930000000,Over 10 years,/search/breeds-a-to-z/breeds/utility/miniature-schnauzer/,why+does+my+miniature+schnauzer,behaviour,bite,bite,bite,why does my,miniature+schnauzer,No,Small,Small/ medium garden,Flat/ Apartment,why does my miniature schnauzer bite,why+does+my+miniature+schnauzer,Miniature Schnauzer,Either,No,12
miniature+schnauzer,Utility,Medium,Up to 1 hour per day,More than once a week,/media/2960/miniature-schnauzer-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143867930000000,Over 10 years,/search/breeds-a-to-z/breeds/utility/miniature-schnauzer/,why+does+my+miniature+schnauzer,noise,bark at everything,"bark, bark at everything, bark at other s and 5 more","bark, bark at everything, bark at other s and 3 more",why does my,miniature+schnauzer,No,Small,Small/ medium garden,Flat/ Apartment,why does my miniature schnauzer bark at everything,why+does+my+miniature+schnauzer,Miniature Schnauzer,Either,No,12
miniature+schnauzer,Utility,Medium,Up to 1 hour per day,More than once a week,/media/2960/miniature-schnauzer-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143867930000000,Over 10 years,/search/breeds-a-to-z/breeds/utility/miniature-schnauzer/,why+does+my+miniature+schnauzer,behaviour,lick me,lick me & lick me so much,lick me,why does my,miniature+schnauzer,No,Small,Small/ medium garden,Flat/ Apartment,why does my miniature schnauzer lick me,why+does+my+miniature+schnauzer,Miniature Schnauzer,Either,No,12
miniature+schnauzer,Utility,Medium,Up to 1 hour per day,More than once a week,/media/2960/miniature-schnauzer-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143867930000000,Over 10 years,/search/breeds-a-to-z/breeds/utility/miniature-schnauzer/,why+does+my+miniature+schnauzer,behaviour,lick his paws,lick his paws,lick his paws,why does my,miniature+schnauzer,No,Small,Small/ medium garden,Flat/ Apartment,why does my miniature schnauzer lick his paws,why+does+my+miniature+schnauzer,Miniature Schnauzer,Either,No,12
miniature+schnauzer,Utility,Medium,Up to 1 hour per day,More than once a week,/media/2960/miniature-schnauzer-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143867930000000,Over 10 years,/search/breeds-a-to-z/breeds/utility/miniature-schnauzer/,why+does+my+miniature+schnauzer,noise,howl,"howl, keeps howling, niel howl",howl,why does my,miniature+schnauzer,No,Small,Small/ medium garden,Flat/ Apartment,why does my miniature schnauzer howl,why+does+my+miniature+schnauzer,Miniature Schnauzer,Either,No,12
miniature+schnauzer,Utility,Medium,Up to 1 hour per day,More than once a week,/media/2960/miniature-schnauzer-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143867930000000,Over 10 years,/search/breeds-a-to-z/breeds/utility/miniature-schnauzer/,why+does+my+miniature+schnauzer,noise,snort,snort,snort,why does my,miniature+schnauzer,No,Small,Small/ medium garden,Flat/ Apartment,why does my miniature schnauzer snort,why+does+my+miniature+schnauzer,Miniature Schnauzer,Either,No,12
miniature+schnauzer,Utility,Medium,Up to 1 hour per day,More than once a week,/media/2960/miniature-schnauzer-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143867930000000,Over 10 years,/search/breeds-a-to-z/breeds/utility/miniature-schnauzer/,why+does+my+miniature+schnauzer,health,shake,"shake, shaking, shiver","keep shaking, s leg shake, shake and 3 more",why does my,miniature+schnauzer,No,Small,Small/ medium garden,Flat/ Apartment,why does my miniature schnauzer shake,why+does+my+miniature+schnauzer,Miniature Schnauzer,Either,No,12
miniature+schnauzer,Utility,Medium,Up to 1 hour per day,More than once a week,/media/2960/miniature-schnauzer-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143867930000000,Over 10 years,/search/breeds-a-to-z/breeds/utility/miniature-schnauzer/,why+does+my+miniature+schnauzer,laziness,sleep so much,sleep so much,sleep so much,why does my,miniature+schnauzer,No,Small,Small/ medium garden,Flat/ Apartment,why does my miniature schnauzer sleep so much,why+does+my+miniature+schnauzer,Miniature Schnauzer,Either,No,12
miniature+schnauzer,Utility,Medium,Up to 1 hour per day,More than once a week,/media/2960/miniature-schnauzer-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143867930000000,Over 10 years,/search/breeds-a-to-z/breeds/utility/miniature-schnauzer/,why+does+my+miniature+schnauzer,odeur,smell so bad,smell bad & smell so bad,"smell, smell bad, smell so bad and 1 more",why does my,miniature+schnauzer,No,Small,Small/ medium garden,Flat/ Apartment,why does my miniature schnauzer smell so bad,why+does+my+miniature+schnauzer,Miniature Schnauzer,Either,No,12
miniature+schnauzer,Utility,Medium,Up to 1 hour per day,More than once a week,/media/2960/miniature-schnauzer-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143867930000000,Over 10 years,/search/breeds-a-to-z/breeds/utility/miniature-schnauzer/,why+does+my+miniature+schnauzer,behaviour,keep scratching,keep scratching & keeps scratching,"keep scratching, keep scratching his ears, keeps scratching and 4 more",why does my,miniature+schnauzer,No,Small,Small/ medium garden,Flat/ Apartment,why does my miniature schnauzer keep scratching,why+does+my+miniature+schnauzer,Miniature Schnauzer,Either,No,12
newfoundland,Working,Medium,Up to 1 hour per day,Every day,/media/1921/newfoundland-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144237070000000,Under 10 years,/search/breeds-a-to-z/breeds/working/newfoundland/,why+does+my+newfoundland,odeur,stink,stink & y st bernard stink,"smell, smell bad, smell so bad and 1 more",why does my,newfoundland,Yes,Large,Large garden,Large house,why does my newfoundland stink,why+does+my+newfoundland,Newfoundland,Country,No,12
newfoundland,Working,Medium,Up to 1 hour per day,Every day,/media/1921/newfoundland-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144237070000000,Under 10 years,/search/breeds-a-to-z/breeds/working/newfoundland/,why+does+my+newfoundland,odeur,smell so bad,smell bad & smell so bad,"smell, smell bad, smell so bad and 1 more",why does my,newfoundland,Yes,Large,Large garden,Large house,why does my newfoundland smell so bad,why+does+my+newfoundland,Newfoundland,Country,No,12
newfoundland,Working,Medium,Up to 1 hour per day,Every day,/media/1921/newfoundland-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144237070000000,Under 10 years,/search/breeds-a-to-z/breeds/working/newfoundland/,why+does+my+newfoundland,noise,pant so much,"pant all the time, pant so much, panting and 3 more",pant so much,why does my,newfoundland,Yes,Large,Large garden,Large house,why does my newfoundland pant so much,why+does+my+newfoundland,Newfoundland,Country,No,12
newfoundland,Working,Medium,Up to 1 hour per day,Every day,/media/1921/newfoundland-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144237070000000,Under 10 years,/search/breeds-a-to-z/breeds/working/newfoundland/,why+does+my+newfoundland,noise,bark so much,"bark, bark at everything, bark at other s and 5 more","bark, bark at everything, bark at other s and 3 more",why does my,newfoundland,Yes,Large,Large garden,Large house,why does my newfoundland bark so much,why+does+my+newfoundland,Newfoundland,Country,No,12
newfoundland,Working,Medium,Up to 1 hour per day,Every day,/media/1921/newfoundland-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144237070000000,Under 10 years,/search/breeds-a-to-z/breeds/working/newfoundland/,why+does+my+newfoundland,noise,whine,"whine, whine all the time, whine so much and 1 more","whine, whine all the time, whine so much",why does my,newfoundland,Yes,Large,Large garden,Large house,why does my newfoundland whine,why+does+my+newfoundland,Newfoundland,Country,No,12
newfoundland,Working,Medium,Up to 1 hour per day,Every day,/media/1921/newfoundland-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132144237070000000,Under 10 years,/search/breeds-a-to-z/breeds/working/newfoundland/,why+does+my+newfoundland,0,shed so much,"shed, shed so much, shedding a lot and 3 more",shed & shed so much,why does my,newfoundland,Yes,Large,Large garden,Large house,why does my newfoundland shed so much,why+does+my+newfoundland,Newfoundland,Country,No,12
papillon,Toy,Medium,Up to 30 minutes per day,More than once a week,/media/1652/papillon-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143808390000000,Over 12 years,/search/breeds-a-to-z/breeds/toy/papillon/,why+does+my+papillon,behaviour,lick so much,lick so much,lick so much,why does my,papillon,Yes,Small,No garden,Flat/ Apartment,why does my papillon lick so much,why+does+my+papillon,Papillon,Either,No,12
papillon,Toy,Medium,Up to 30 minutes per day,More than once a week,/media/1652/papillon-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143808390000000,Over 12 years,/search/breeds-a-to-z/breeds/toy/papillon/,why+does+my+papillon,health,shake,"shake, shaking, shiver","keep shaking, s leg shake, shake and 3 more",why does my,papillon,Yes,Small,No garden,Flat/ Apartment,why does my papillon shake,why+does+my+papillon,Papillon,Either,No,12
papillon,Toy,Medium,Up to 30 minutes per day,More than once a week,/media/1652/papillon-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143808390000000,Over 12 years,/search/breeds-a-to-z/breeds/toy/papillon/,why+does+my+papillon,health,cough,"cough, coughing, keeps coughing","cough, keep coughing, keeps coughing",why does my,papillon,Yes,Small,No garden,Flat/ Apartment,why does my papillon cough,why+does+my+papillon,Papillon,Either,No,12
papillon,Toy,Medium,Up to 30 minutes per day,More than once a week,/media/1652/papillon-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143808390000000,Over 12 years,/search/breeds-a-to-z/breeds/toy/papillon/,why+does+my+papillon,noise,bark so much,"bark, bark at everything, bark at other s and 5 more","bark, bark at everything, bark at other s and 3 more",why does my,papillon,Yes,Small,No garden,Flat/ Apartment,why does my papillon bark so much,why+does+my+papillon,Papillon,Either,No,12
papillon,Toy,Medium,Up to 30 minutes per day,More than once a week,/media/1652/papillon-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143808390000000,Over 12 years,/search/breeds-a-to-z/breeds/toy/papillon/,why+does+my+papillon,0,shed so much,"shed, shed so much, shedding a lot and 3 more",shed & shed so much,why does my,papillon,Yes,Small,No garden,Flat/ Apartment,why does my papillon shed so much,why+does+my+papillon,Papillon,Either,No,12
papillon,Toy,Medium,Up to 30 minutes per day,More than once a week,/media/1652/papillon-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143808390000000,Over 12 years,/search/breeds-a-to-z/breeds/toy/papillon/,why+does+my+papillon,behaviour,scratch so much,scratch all the time & scratch so much,"keep scratching, keep scratching his ears, keeps scratching and 4 more",why does my,papillon,Yes,Small,No garden,Flat/ Apartment,why does my papillon scratch so much,why+does+my+papillon,Papillon,Either,No,12
pekingese,Toy,Long,Up to 30 minutes per day,Every day,/media/1656/pekingese-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143810270000000,Over 12 years,/search/breeds-a-to-z/breeds/toy/pekingese/,why+does+my+pekingese,laziness,sleep so much,sleep so much,sleep so much,why does my,pekingese,Yes,Small,Small/ medium garden,Flat/ Apartment,why does my pekingese sleep so much,why+does+my+pekingese,Pekingese,Either,No,12
pekingese,Toy,Long,Up to 30 minutes per day,Every day,/media/1656/pekingese-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143810270000000,Over 12 years,/search/breeds-a-to-z/breeds/toy/pekingese/,why+does+my+pekingese,behaviour,lick so much,lick so much,lick so much,why does my,pekingese,Yes,Small,Small/ medium garden,Flat/ Apartment,why does my pekingese lick so much,why+does+my+pekingese,Pekingese,Either,No,12
pekingese,Toy,Long,Up to 30 minutes per day,Every day,/media/1656/pekingese-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143810270000000,Over 12 years,/search/breeds-a-to-z/breeds/toy/pekingese/,why+does+my+pekingese,odeur,smell,"niel smell, riever smell, s smell and 1 more","smell, smell bad, smell so bad and 1 more",why does my,pekingese,Yes,Small,Small/ medium garden,Flat/ Apartment,why does my pekingese smell,why+does+my+pekingese,Pekingese,Either,No,12
pekingese,Toy,Long,Up to 30 minutes per day,Every day,/media/1656/pekingese-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143810270000000,Over 12 years,/search/breeds-a-to-z/breeds/toy/pekingese/,why+does+my+pekingese,behaviour,bite me,bite me,bite me,why does my,pekingese,Yes,Small,Small/ medium garden,Flat/ Apartment,why does my pekingese bite me,why+does+my+pekingese,Pekingese,Either,No,12
pekingese,Toy,Long,Up to 30 minutes per day,Every day,/media/1656/pekingese-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143810270000000,Over 12 years,/search/breeds-a-to-z/breeds/toy/pekingese/,why+does+my+pekingese,behaviour,scratch all the time,scratch all the time & scratch so much,"keep scratching, keep scratching his ears, keeps scratching and 4 more",why does my,pekingese,Yes,Small,Small/ medium garden,Flat/ Apartment,why does my pekingese scratch all the time,why+does+my+pekingese,Pekingese,Either,No,12
pekingese,Toy,Long,Up to 30 minutes per day,Every day,/media/1656/pekingese-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143810270000000,Over 12 years,/search/breeds-a-to-z/breeds/toy/pekingese/,why+does+my+pekingese,eating habits,eat poop,eat poop,eat his poop & eat poop,why does my,pekingese,Yes,Small,Small/ medium garden,Flat/ Apartment,why does my pekingese eat poop,why+does+my+pekingese,Pekingese,Either,No,12
pekingese,Toy,Long,Up to 30 minutes per day,Every day,/media/1656/pekingese-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143810270000000,Over 12 years,/search/breeds-a-to-z/breeds/toy/pekingese/,why+does+my+pekingese,pant,growl at me,growl at me,growl at me,why does my,pekingese,Yes,Small,Small/ medium garden,Flat/ Apartment,why does my pekingese growl at me,why+does+my+pekingese,Pekingese,Either,No,12
pekingese,Toy,Long,Up to 30 minutes per day,Every day,/media/1656/pekingese-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143810270000000,Over 12 years,/search/breeds-a-to-z/breeds/toy/pekingese/,why+does+my+pekingese,health,shake,"shake, shaking, shiver","keep shaking, s leg shake, shake and 3 more",why does my,pekingese,Yes,Small,Small/ medium garden,Flat/ Apartment,why does my pekingese shake,why+does+my+pekingese,Pekingese,Either,No,12
pekingese,Toy,Long,Up to 30 minutes per day,Every day,/media/1656/pekingese-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143810270000000,Over 12 years,/search/breeds-a-to-z/breeds/toy/pekingese/,why+does+my+pekingese,noise,snort,snort,snort,why does my,pekingese,Yes,Small,Small/ medium garden,Flat/ Apartment,why does my pekingese snort,why+does+my+pekingese,Pekingese,Either,No,12
pekingese,Toy,Long,Up to 30 minutes per day,Every day,/media/1656/pekingese-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143810270000000,Over 12 years,/search/breeds-a-to-z/breeds/toy/pekingese/,why+does+my+pekingese,appearance,tongue stick out,tongue stick out,tongue stick out,why does my,pekingese,Yes,Small,Small/ medium garden,Flat/ Apartment,why does my pekingese tongue stick out,why+does+my+pekingese,Pekingese,Either,No,12
pomeranian,Toy,Medium,Up to 30 minutes per day,More than once a week,/media/1658/pomeranian-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143810450000000,Over 12 years,/search/breeds-a-to-z/breeds/toy/pomeranian/,why+does+my+pomeranian,noise,snort,snort,snort,why does my,pomeranian,Yes,Small,Small/ medium garden,Flat/ Apartment,why does my pomeranian snort,why+does+my+pomeranian,Pomeranian,Either,No,12
pomeranian,Toy,Medium,Up to 30 minutes per day,More than once a week,/media/1658/pomeranian-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143810450000000,Over 12 years,/search/breeds-a-to-z/breeds/toy/pomeranian/,why+does+my+pomeranian,health,keep coughing,keep coughing,"cough, keep coughing, keeps coughing",why does my,pomeranian,Yes,Small,Small/ medium garden,Flat/ Apartment,why does my pomeranian keep coughing,why+does+my+pomeranian,Pomeranian,Either,No,12
pomeranian,Toy,Medium,Up to 30 minutes per day,More than once a week,/media/1658/pomeranian-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143810450000000,Over 12 years,/search/breeds-a-to-z/breeds/toy/pomeranian/,why+does+my+pomeranian,appearance,look like a fox,look like a fox,look like a fox,why does my,pomeranian,Yes,Small,Small/ medium garden,Flat/ Apartment,why does my pomeranian look like a fox,why+does+my+pomeranian,Pomeranian,Either,No,12
pomeranian,Toy,Medium,Up to 30 minutes per day,More than once a week,/media/1658/pomeranian-illustration.jpg?mode=crop&anchor=center&width=81&height=81&rnd=132143810450000000,Over 12 years,/search/breeds-a-to-z/breeds/toy/pomeranian/,why+does+my+pomeranian,behaviour,lick my feet,lick my feet,lick my feet,why does my,pomeranian,Yes,Small,Small/ medium garden,Flat/ Apartment,why does my pomeranian lick my feet,why+does+my+pomeranian,Pomeranian,Either,No,12
